Annual_Rainfall_(mm),Min_Temperature_(°C),Max_Temperature_(°C),Year,Kharif_Area_(Hectare),Kharif_Production_(Tonnes),Kharif_Yield_(Tonne/Hectare),Rabi_Area_(Hectare),Rabi_Production_(Tonnes),Rabi_Yield_(Tonne/Hectare),Market_Price_Max,Market_Price_Min,Average_Market_Price,Area_Irrigated,Gross_Area_Irrigated,Alluvial Soil,Black Soil,Clayey Soil,Red Soil,Sandy,Sandy Loam,Zone_Central Telangana Zone,Zone_Northern Telangana Zone,Zone_Southern Telangana Zone,District_Adilabad,District_Bhadradri Kothagudem,District_Jagtial,District_Jangaon,District_Jayashankar Bhupalpally,District_Jogulamba Gadwal,District_Kamareddy,District_Karimnagar,District_Khammam,District_Komaram Bheem Asifabad,District_Mahabubabad,District_Mahbubnagar,District_Mancherial,District_Medak,District_Medchal Malkajgiri,District_Mulugu,District_Nagarkurnool,District_Nalgonda,District_Nirmal,District_Nizamabad,District_Peddapalli,District_Rajanna Sircilla,District_Rangareddy,District_Siddipet,District_Suryapet,District_Vikarabad,District_Wanaparthy,District_Warangal Rural,District_Warangal Urban,District_Yadadri Bhuvanagiri,Crop_Bengal Gram,Crop_Black Gram,Crop_Castor,Crop_Cotton,Crop_Cowpea,Crop_Dry Chillies,Crop_Green Gram,Crop_Groundnut,Crop_Maize,Crop_Minor Millets,Crop_Red Gram,Crop_Rice,Crop_Sesame,Crop_Sorghum,Crop_Sorghum(white),Crop_Soyabean,Crop_Sunflower,Crop_Turmeric,Crop_wheat,season_Kharif,season_Rabi
1060.0,15.9,39.2,2022-2023,16.0,11.0,0.69,2606.0,5306.0,2.04,2323.0,2323.0,2323.0,461579.0,461579.0,0,1,0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1060.0,15.9,39.2,2022-2023,0.0,0.0,0.0,2414.0,1523.0,0.63,10159.0,9111.0,9635.0,461579.0,461579.0,0,1,0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1060.0,15.9,39.2,2022-2023,11270.0,52924.0,4.7,33926.0,278329.0,8.2,2000.0,2000.0,2000.0,461579.0,461579.0,0,1,0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1060.0,15.9,39.2,2022-2023,57672.0,199817.0,3.46,1.0,3.0,3.0,7421.0,6600.0,7010.5,461579.0,461579.0,0,1,0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1060.0,15.9,39.2,2022-2023,46987.0,85939.0,1.83,44.0,56.0,1.27,4129.0,3789.0,3959.0,461579.0,461579.0,0,1,0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
991.0,16.0,39.0,2022-2023,829.0,2277.0,2.75,2.0,5.0,2.5,6641.67,6641.67,6641.67,629985.0,966995.0,0,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
991.0,16.0,39.0,2022-2023,23796.0,43904.0,1.85,324.0,156.0,0.48,4350.75,4265.25,4308.0,629985.0,966995.0,0,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
991.0,16.0,39.0,2022-2023,8868.0,53784.0,6.06,1.0,6.0,6.0,11389.0,9000.0,10194.5,629985.0,966995.0,0,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
991.0,16.0,39.0,2022-2023,169235.0,676094.0,4.0,161805.0,629421.0,3.89,2117.5,2114.64,2116.07,629985.0,966995.0,0,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
991.0,16.0,39.0,2022-2023,0.0,0.0,0.0,8627.0,14709.0,1.7,2060.0,2040.0,2050.0,629985.0,966995.0,0,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
991.0,16.0,39.0,2022-2023,0.0,0.0,0.0,5201.0,4280.0,0.82,11510.0,10200.0,10855.0,629985.0,966995.0,0,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
991.0,16.0,39.0,2022-2023,15183.0,89595.0,5.9,9694.0,82128.0,8.47,2155.5,2155.5,2155.5,629985.0,966995.0,0,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
991.0,16.0,39.0,2022-2023,97.0,232.0,2.39,6.0,15.0,2.5,11700.0,11700.0,11700.0,629985.0,966995.0,0,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
991.0,16.0,39.0,2022-2023,0.0,0.0,0.0,2187.0,3571.0,1.63,4512.0,3751.0,4131.5,629985.0,966995.0,0,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1059.0,16.9,39.0,2022-2023,86696.0,301789.0,3.48,83904.0,323030.0,3.85,2300.0,2300.0,2300.0,484694.0,484694.0,0,1,0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1059.0,16.9,39.0,2022-2023,27134.0,104386.0,3.85,3.0,12.0,4.0,7161.0,6009.0,6585.0,484694.0,484694.0,0,1,0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1059.0,16.9,39.0,2022-2023,375.0,2277.0,6.07,4723.0,33425.0,7.08,1962.0,1962.0,1962.0,484694.0,484694.0,0,1,0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
867.0,16.5,38.8,2022-2023,0.0,0.0,0.0,152.0,170.0,1.12,2060.0,2040.0,2050.0,365607.0,365607.0,0,1,1,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
867.0,16.5,38.8,2022-2023,23297.0,90447.0,3.88,8.0,31.0,3.88,6620.0,6620.0,6620.0,365607.0,365607.0,0,1,1,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
867.0,16.5,38.8,2022-2023,619.0,3473.0,5.61,314.0,2417.0,7.7,2090.0,2090.0,2090.0,365607.0,365607.0,0,1,1,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
747.0,17.2,38.5,2022-2023,5760.0,3491.0,0.61,7.0,8.0,1.14,8161.83,7781.0,7971.415,263196.0,313021.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
747.0,17.2,38.5,2022-2023,2070.0,1167.0,0.56,262.0,503.0,1.92,6613.0,5819.5,6216.25,263196.0,313021.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
747.0,17.2,38.5,2022-2023,2070.0,1167.0,0.56,262.0,503.0,1.92,2253.0,2092.71,2172.855,263196.0,313021.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
747.0,17.2,38.5,2022-2023,50786.0,180747.0,3.56,36605.0,135182.0,3.69,2141.71,2035.86,2088.785,263196.0,313021.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
747.0,17.2,38.5,2022-2023,29022.0,100619.0,3.47,5475.0,40154.0,7.33,2253.0,2092.71,2172.855,263196.0,313021.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
747.0,17.2,38.5,2022-2023,28.0,19.0,0.68,3.0,3.0,1.0,6532.75,6082.75,6307.75,263196.0,313021.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
747.0,17.2,38.5,2022-2023,26.0,18.0,0.69,0.0,0.0,0.0,6005.0,3511.0,4758.0,263196.0,313021.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
779.0,16.8,38.6,2022-2023,62.0,45.0,0.73,142.0,178.0,1.25,7023.0,6758.0,6890.5,800250.0,800294.0,0,1,0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
779.0,16.8,38.6,2022-2023,51.0,21.0,0.68,7.0,9.0,1.29,5111.0,5111.0,5111.0,800250.0,800294.0,0,1,0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
779.0,16.8,38.6,2022-2023,15072.0,76325.0,5.06,6895.0,34978.0,5.07,2315.0,2251.0,2283.0,800250.0,800294.0,0,1,0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
779.0,16.8,38.6,2022-2023,1.0,1.0,1.0,1278.0,1668.0,1.31,6615.0,6212.0,6413.5,800250.0,800294.0,0,1,0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
779.0,16.8,38.6,2022-2023,69.0,41.0,0.59,12.0,12.0,1.0,7452.0,7452.0,7452.0,800250.0,800294.0,0,1,0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
779.0,16.8,38.6,2022-2023,148181.0,506186.0,3.42,141107.0,428401.0,3.04,2511.0,2511.0,2511.0,800250.0,800294.0,0,1,0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
779.0,16.8,38.6,2022-2023,39.0,102.0,2.62,537.0,1240.0,2.31,6666.0,6666.0,6666.0,800250.0,800294.0,0,1,0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
780.0,18.3,38.2,2022-2023,0.0,0.0,0.0,13.0,20.0,1.54,4179.0,4179.0,4179.0,478261.0,984489.0,0,1,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
780.0,18.3,38.2,2022-2023,5.0,23.0,4.6,211.0,1374.0,6.51,2123.0,2123.0,2123.0,478261.0,984489.0,0,1,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
780.0,18.3,38.2,2022-2023,46816.0,159174.0,3.4,9.0,31.0,3.44,7300.0,6029.0,6664.5,478261.0,984489.0,0,1,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
780.0,18.3,38.2,2022-2023,883.0,434.0,0.49,80.0,42.0,0.53,7409.0,6134.0,6771.5,478261.0,984489.0,0,1,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
853.0,17.1,38.5,2022-2023,26026.0,110246.0,4.24,2752.0,10708.0,3.89,2379.0,1959.0,2169.0,285524.0,286852.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
853.0,17.1,38.5,2022-2023,62613.0,51030.0,0.82,362.0,370.0,1.02,6352.0,5989.0,6170.5,285524.0,286852.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
853.0,17.1,38.5,2022-2023,722.0,9505.0,13.16,3.0,39.0,13.0,12414.0,6868.0,9641.0,285524.0,286852.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
853.0,17.1,38.5,2022-2023,3878.0,1834.0,0.47,5.0,8.0,1.6,6555.0,4923.0,5739.0,285524.0,286852.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
853.0,17.1,38.5,2022-2023,1326.0,1600.0,1.21,21.0,27.0,1.29,5289.0,5489.0,5389.0,285524.0,286852.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
853.0,17.1,38.5,2022-2023,23.0,37.0,1.61,7445.0,11905.0,1.6,7179.0,6828.0,7003.5,285524.0,286852.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
664.0,17.6,38.8,2022-2023,74092.0,273770.0,3.7,66100.0,219122.0,3.32,2160.0,1950.0,2055.0,432443.0,446204.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
664.0,17.6,38.8,2022-2023,3120.0,7398.0,2.37,9174.0,27439.0,2.99,6689.0,5799.0,6244.0,432443.0,446204.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
664.0,17.6,38.8,2022-2023,5641.0,27883.0,4.94,461.0,3002.0,6.51,2261.0,2261.0,2261.0,432443.0,446204.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1021.0,17.5,38.5,2022-2023,2.0,1.0,0.5,115.0,237.0,2.06,3405.5,3405.5,3405.5,453533.0,453533.0,0,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1021.0,17.5,38.5,2022-2023,0.0,0.0,0.0,27.0,29.0,1.07,4218.75,3465.5,3842.125,453533.0,453533.0,0,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1021.0,17.5,38.5,2022-2023,0.0,0.0,0.0,45.0,84.0,1.87,6697.5,6233.5,6465.5,453533.0,453533.0,0,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1021.0,17.5,38.5,2022-2023,54785.0,221718.0,4.05,117.0,474.0,4.05,6466.09,5757.36,6111.725,453533.0,453533.0,0,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1021.0,17.5,38.5,2022-2023,5664.0,30857.0,5.45,35781.0,215831.0,6.03,2270.67,2057.44,2164.055,453533.0,453533.0,0,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
902.0,17.6,38.9,2022-2023,59900.0,214861.0,3.59,54186.0,209375.0,3.86,2120.82,1899.76,2010.29,410060.0,410060.0,0,1,0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
902.0,17.6,38.9,2022-2023,37266.0,139638.0,3.75,60.0,225.0,3.75,6640.67,6023.33,6332.0,410060.0,410060.0,0,1,0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
902.0,17.6,38.9,2022-2023,3.0,2.0,0.67,0.0,0.0,0.0,5282.0,5282.0,5282.0,410060.0,410060.0,0,1,0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
902.0,17.6,38.9,2022-2023,8.0,5.0,0.63,1.0,2.0,2.0,3405.5,3405.5,3405.5,410060.0,410060.0,0,1,0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
902.0,17.6,38.9,2022-2023,85.0,137.0,1.61,2.0,3.0,1.5,400.0,400.0,400.0,410060.0,410060.0,0,1,0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
902.0,17.6,38.9,2022-2023,1862.0,9848.0,5.29,18221.0,139336.0,7.65,7552.33,6579.67,7066.0,410060.0,410060.0,0,1,0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
902.0,17.6,38.9,2022-2023,1.0,2.0,2.0,22.0,44.0,2.0,9325.25,7578.25,8451.75,410060.0,410060.0,0,1,0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
902.0,17.6,38.9,2022-2023,1959.0,10224.0,5.22,198.0,1007.0,5.09,16494.7,12404.5,14449.6,410060.0,410060.0,0,1,0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
735.0,16.9,38.5,2022-2023,45.0,205.0,4.56,12.0,78.0,6.5,2300.0,2300.0,2300.0,608952.0,608952.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
